id	text	newtext	label	category
ml_sen_443	Ente makkale egeru vidum vidum aradhakare. Kollanalloooooo	ente makkale {XXX} makkale egeru {XXX} egeru vidum {XXX} vidum vidum {XXX} vidum aradhakare {XXX} 	1	Positive
ml_sen_444	Njan veendum kanan vannu 100 pravashyam enkilum kandittundavum	njan veendum {XXX} veendum kanan {Positive} kanan vannu {unknown_state} vannu 100 {XXX} 100 pravashyam {XXX} pravashyam enkilum {XXX} 	1	Positive
ml_sen_445	Paayunna KL T 666 il avan varunnu	paayunna kl {XXX} kl t {XXX} t 666 {XXX} 666 il {XXX} il avan {XXX} 	2	unknown_state
ml_sen_446	Kandittum kandittum  mathiyavunnilla  uff ijjathi item  #mamangam #mammookka	kandittum kandittum {Positive} kandittum mathiyavunnilla {Positive} mathiyavunnilla uff {XXX} uff ijjathi {Positive} ijjathi item {Positive} item mamangam {XXX} 	1	Positive
ml_sen_447	mathura raja trailer kanditt vannavar parayu? Edha better?	mathura raja {XXX} raja trailer {not-malayalam} trailer kanditt {Positive} kanditt vannavar {unknown_state} vannavar parayu {XXX} parayu edha {XXX} 	2	unknown_state
ml_sen_448	Unni mukundan ithil marikkumennanu enik thonunnathu	unni mukundan {unknown_state} mukundan ithil {XXX} ithil marikkumennanu {XXX} marikkumennanu enik {XXX} 	2	unknown_state
ml_sen_449	happy birthday mamookaaa.  good feeel trailer	happy birthday {not-malayalam} birthday mamookaaa {XXX} mamookaaa good {XXX} good feeel {XXX} 	4	not-malayalam/tamil
ml_sen_450	Adikkaadaaa makkalleee laleettan fans like	adikkaadaaa makkalleee {XXX} makkalleee laleettan {XXX} laleettan fans {XXX} 	2	unknown_state
ml_sen_451	Uluppillathavanmaaru script writer ude peru polum vechilla.	uluppillathavanmaaru script {XXX} script writer {XXX} writer ude {XXX} ude peru {XXX} peru polum {XXX} 	2	unknown_state
ml_sen_452	Mamangam mohanlalum marakkar mammookkayum ayirunnenkil.ith chanthuvine ormippikkunnu	mamangam mohanlalum {XXX} mohanlalum marakkar {XXX} marakkar mammookkayum {XXX} mammookkayum ayirunnenkilith {XXX} ayirunnenkilith chanthuvine {XXX} 	1	Positive
ml_sen_453	Kidu trailer		1	Positive
ml_sen_454	Njan athyam ayittanuu oru moviee dee trailer live aayitte kaanunneeelalettaan Mass aaneee	njan athyam {XXX} athyam ayittanuu {XXX} ayittanuu oru {XXX} oru moviee {XXX} moviee dee {XXX} dee trailer {XXX} trailer live {XXX} live aayitte {XXX} aayitte kaanunneeelalettaan {XXX} kaanunneeelalettaan mass {XXX} 	1	Positive
ml_sen_455	Poli poli polichu mass mass mass maranamass	poli poli {Positive} poli polichu {XXX} polichu mass {Positive} mass mass {Positive} mass mass {Positive} 	1	Positive
ml_sen_456	Enthenne aayalum oru rakshayumilla kidukki mass	enthenne aayalum {XXX} aayalum oru {XXX} oru rakshayumilla {Positive} rakshayumilla kidukki {XXX} 	1	Positive
ml_sen_457	Mammootiye kaanan vendi maathram rewind cheydhavar undo?.... #goosebumps	mammootiye kaanan {XXX} kaanan vendi {unknown_state} vendi maathram {unknown_state} maathram rewind {XXX} rewind cheydhavar {XXX} cheydhavar undo {XXX} 	2	unknown_state
ml_sen_458	Rajayod thalkalam varendenn paranjek...Stephen kalippilanu.katta kalippil.oru rakshayumilla..polich ponnu	rajayod thalkalam {XXX} thalkalam varendenn {XXX} varendenn paranjekstephen {XXX} paranjekstephen kalippilanukatta {XXX} kalippilanukatta kalippiloru {XXX} kalippiloru rakshayumillapolich {XXX} 	2	unknown_state
ml_sen_459	Ente lifil inneee varee... oru trailarum ithu poloru romaanjam thannittilla...! Vere level...!	ente lifil {XXX} lifil inneee {XXX} inneee varee {XXX} varee oru {XXX} oru trailarum {XXX} trailarum ithu {XXX} ithu poloru {XXX} poloru romaanjam {XXX} romaanjam thannittilla {XXX} thannittilla vere {XXX} 	1	Positive
ml_sen_460	Anusitharak pakaram namitha pramod mathiyayrnu thoniyavar	anusitharak pakaram {XXX} pakaram namitha {XXX} namitha pramod {XXX} pramod mathiyayrnu {XXX} 	2	unknown_state
ml_sen_461	302k likes...yeeeeeee....I will dance....kuuuu...koooo...vineethetan sound vivek oberoi...	302k likesyeeeeeeei {XXX} likesyeeeeeeei will {XXX} will dancekuuuukoooovineethetan {XXX} dancekuuuukoooovineethetan sound {XXX} sound vivek {XXX} 	1	Positive
ml_sen_462	Padam heavy.padam kandathinu Shesham trailer kanan vannavar	padam heavypadam {XXX} heavypadam kandathinu {XXX} kandathinu shesham {unknown_state} shesham trailer {unknown_state} trailer kanan {unknown_state} 	2	unknown_state
ml_sen_463	17k views 122k likes 12k dislikes  #How is it possible..🤔	17k views {unknown_state} views 122k {XXX} 122k likes {XXX} likes 12k {XXX} 12k dislikes {XXX} dislikes how {XXX} how is {XXX} is it {XXX} 	2	unknown_state
ml_sen_464	Ee sound aanu marakkarde enkil marakkare apamanikkan edukkunna padam aayirikkum. Dress codellam apamanikkunna tharathila	ee sound {Mixed_feelings} sound aanu {XXX} aanu marakkarde {XXX} marakkarde enkil {XXX} enkil marakkare {XXX} marakkare apamanikkan {XXX} apamanikkan edukkunna {XXX} edukkunna padam {XXX} padam aayirikkum {Positive} aayirikkum dress {XXX} dress codellam {XXX} codellam apamanikkunna {XXX} 	1	Positive
ml_sen_465	priya dharshante vijaram muslimsinte slag eppolum inganeyanna....endhu dialoga boru aanu dialogue shaili mattuga...	priya dharshante {XXX} dharshante vijaram {XXX} vijaram muslimsinte {XXX} muslimsinte slag {XXX} slag eppolum {XXX} eppolum inganeyannaendhu {XXX} inganeyannaendhu dialoga {XXX} dialoga boru {XXX} boru aanu {XXX} aanu dialogue {XXX} dialogue shaili {XXX} 	1	Positive
ml_sen_466	Njn 6 vettam kandu.. Kandittum kandittum romancham maarunnilla	njn 6 {XXX} 6 vettam {XXX} vettam kandu {XXX} kandu kandittum {XXX} kandittum kandittum {Positive} kandittum romancham {XXX} 	1	Positive
ml_sen_467	MWONE ETH KALI VERAYA🤙MAMAGAAM VERA LVL MASSMARIKAM	mwone eth {XXX} eth kali {XXX} kali verayamamagaam {XXX} verayamamagaam vera {XXX} vera lvl {XXX} 	1	Positive
ml_sen_468	Proud to be a vypinkkari....	proud to {Positive} to be {not-malayalam} be a {Positive} 	1	Positive
ml_sen_469	Mamangam trailer kndit vannavar undo?  ettan	mamangam trailer {unknown_state} trailer kndit {XXX} kndit vannavar {XXX} vannavar undo {unknown_state} 	2	unknown_state
ml_sen_470	5 million akkumennu urappullavar adi like	5 million {unknown_state} million akkumennu {XXX} akkumennu urappullavar {XXX} urappullavar adi {unknown_state} 	2	unknown_state
ml_sen_471	Dislike thannu promotion kuuttiyavarkkum ini negative adikkunnavarkkum orupaadu nanni	dislike thannu {XXX} thannu promotion {XXX} promotion kuuttiyavarkkum {XXX} kuuttiyavarkkum ini {XXX} ini negative {XXX} negative adikkunnavarkkum {XXX} adikkunnavarkkum orupaadu {XXX} 	0	Negative
ml_sen_472	8 million avvum ennu orappullavar like addichha	8 million {not-malayalam} million avvum {XXX} avvum ennu {XXX} ennu orappullavar {unknown_state} orappullavar like {XXX} 	2	unknown_state
ml_sen_473	Rajamanikyam. Rajathiraja. Pokiriraja. Maduraraja. Manthryraja. 🤔oh mamooka oru rajav thanne?	rajamanikyam rajathiraja {XXX} rajathiraja pokiriraja {XXX} pokiriraja maduraraja {XXX} maduraraja manthryraja {XXX} manthryraja oh {XXX} oh mamooka {XXX} mamooka oru {XXX} oru rajav {Positive} 	1	Positive
ml_sen_474	Onnum parayanilla... 🤗🤗🤗  Lalettane kanicha ella bhagathum adhehathinte mikavu karanam ente mughathinnu  chiri marittillayirunnu.. Great great great	onnum parayanilla {Positive} parayanilla lalettane {XXX} lalettane kanicha {XXX} kanicha ella {XXX} ella bhagathum {XXX} bhagathum adhehathinte {XXX} adhehathinte mikavu {XXX} mikavu karanam {XXX} karanam ente {Negative} ente mughathinnu {XXX} mughathinnu chiri {XXX} chiri marittillayirunnu {XXX} marittillayirunnu great {XXX} great great {XXX} 	1	Positive
ml_sen_475	Irakikko pakshe Stephen achayan ullidatholam kaalam ivide oru rajanum adhikam vazhan ponilla	irakikko pakshe {XXX} pakshe stephen {XXX} stephen achayan {XXX} achayan ullidatholam {XXX} ullidatholam kaalam {XXX} kaalam ivide {XXX} ivide oru {XXX} oru rajanum {XXX} rajanum adhikam {XXX} adhikam vazhan {XXX} 	1	Positive
ml_sen_476	Padam kandathinu sheshavum treiler kaanunnavar undo...bell the botton	padam kandathinu {unknown_state} kandathinu sheshavum {XXX} sheshavum treiler {XXX} treiler kaanunnavar {XXX} kaanunnavar undobell {XXX} undobell the {XXX} 	2	unknown_state
ml_sen_477	Naalu bengaalikal vijaarcha theerunate ullu ninte Japan epic!	naalu bengaalikal {XXX} bengaalikal vijaarcha {XXX} vijaarcha theerunate {XXX} theerunate ullu {XXX} ullu ninte {unknown_state} ninte japan {unknown_state} 	2	unknown_state
ml_sen_478	ee padathinu reach kuravanu.Trailerum pora.Pottum ennulla karyam guarantee.pinne fans vannu enne choriyan nikkenda.Sathyam ithaanu	ee padathinu {XXX} padathinu reach {XXX} reach kuravanutrailerum {XXX} kuravanutrailerum porapottum {XXX} porapottum ennulla {XXX} ennulla karyam {XXX} karyam guaranteepinne {XXX} guaranteepinne fans {XXX} fans vannu {XXX} vannu enne {XXX} enne choriyan {XXX} choriyan nikkendasathyam {XXX} 	2	unknown_state
ml_sen_479	Mammukka  :40 bgm feel like  kathi	mammukka 40 {XXX} 40 bgm {XXX} bgm feel {XXX} feel like {not-malayalam} 	1	Positive
ml_sen_480	Njum idakk idakk like cmt nokkunnu	njum idakk {XXX} idakk idakk {XXX} idakk like {XXX} like cmt {XXX} 	2	unknown_state
ml_sen_481	Vineeth sreenivasan Chetante cinema aano...nkil padam kiduvarikkum	vineeth sreenivasan {Positive} sreenivasan chetante {XXX} chetante cinema {XXX} cinema aanonkil {XXX} aanonkil padam {XXX} 	1	Positive
ml_sen_482	All The Best Ikka... Njangal kathirikkunnu.. Ettan Fans	all the {Positive} the best {Positive} best ikka {not-malayalam} ikka njangal {XXX} njangal kathirikkunnu {XXX} kathirikkunnu ettan {XXX} 	1	Positive
ml_sen_483	Ippam mazha kalamayond mannira nallanam kuthikunund  tovino ippam velland kuthikunnu	ippam mazha {XXX} mazha kalamayond {XXX} kalamayond mannira {XXX} mannira nallanam {XXX} nallanam kuthikunund {XXX} kuthikunund tovino {XXX} tovino ippam {XXX} ippam velland {XXX} 	2	unknown_state
ml_sen_484	eante ponnu ikka mass love mammookka	eante ponnu {XXX} ponnu ikka {Positive} ikka mass {Positive} mass love {Positive} 	1	Positive
ml_sen_485	Psycho movie aanenu thooniyavar like adi	psycho movie {XXX} movie aanenu {unknown_state} aanenu thooniyavar {XXX} thooniyavar like {XXX} 	2	unknown_state
ml_sen_486	Ellarum like adikkee eniit share cheyee	ellarum like {unknown_state} like adikkee {unknown_state} adikkee eniit {XXX} eniit share {XXX} 	2	unknown_state
ml_sen_487	#1 on trending 1million views ikka  nov 21  #mammukka #prachitehlan #unnimukundan  #anusithara #achuthan #Siddique #sudev	1 on {not-malayalam} on trending {not-malayalam} trending 1million {XXX} 1million views {XXX} views ikka {unknown_state} ikka nov {XXX} nov 21 {Positive} 21 mammukka {XXX} mammukka prachitehlan {XXX} prachitehlan unnimukundan {XXX} unnimukundan anusithara {XXX} anusithara achuthan {XXX} achuthan siddique {XXX} 	1	Positive
ml_sen_488	ithipo kathiruna film othhu varunnod ariyla tension und.ettateum ilayathalapathiudeum padagal othhu randum high akanam atreulu.	ithipo kathiruna {XXX} kathiruna film {XXX} film othhu {XXX} othhu varunnod {XXX} varunnod ariyla {XXX} ariyla tension {XXX} tension undettateum {XXX} undettateum ilayathalapathiudeum {XXX} ilayathalapathiudeum padagal {XXX} padagal othhu {XXX} othhu randum {XXX} randum high {XXX} high akanam {XXX} 	1	Positive
ml_sen_489	Mamookaa look... oru rakshayum ellaa...	mamookaa look {XXX} look oru {Positive} oru rakshayum {Positive} 	1	Positive
ml_sen_490	Ufff onm prynilla power ikka.... by ettan fan	ufff onm {XXX} onm prynilla {XXX} prynilla power {XXX} power ikka {XXX} ikka by {not-malayalam} by ettan {Positive} 	1	Positive
ml_sen_491	Trailor cut chey	trailor cut {XXX} 	1	Positive
ml_sen_492	Just 30 min...... 250 k viewers ...... mammookkaa rocking .......	just 30 {unknown_state} 30 min {Positive} min 250 {XXX} 250 k {XXX} k viewers {unknown_state} viewers mammookkaa {XXX} 	2	unknown_state
ml_sen_493	Wow... Extraordinary trailer.. Eanna acting aanu ippolum njangada ikka.. Kode ninnavar palarum kali marannu tudangi ikka.. Muttanu.	wow extraordinary {XXX} extraordinary trailer {XXX} trailer eanna {XXX} eanna acting {XXX} acting aanu {XXX} aanu ippolum {XXX} ippolum njangada {XXX} njangada ikka {XXX} ikka kode {XXX} kode ninnavar {XXX} ninnavar palarum {XXX} palarum kali {XXX} kali marannu {XXX} marannu tudangi {XXX} tudangi ikka {XXX} 	1	Positive
ml_sen_494	Kondu ...Qataril vachu. Eni Nattil poyi kaanum...kaananam. BEHIND POLITICAL THRILLER	kondu qataril {XXX} qataril vachu {XXX} vachu eni {XXX} eni nattil {XXX} nattil poyi {XXX} poyi kaanumkaananam {XXX} kaanumkaananam behind {XXX} behind political {XXX} 	1	Positive
ml_sen_495	22K   Dislike enthuttta pattiye ¥ SuPpER teaser	22k dislike {Negative} dislike enthuttta {XXX} enthuttta pattiye {XXX} pattiye supper {XXX} 	0	Negative
ml_sen_496	Shung shing sung onamshang vashang (appo onathinu kanam enn)..🤗🤗	shung shing {XXX} shing sung {XXX} sung onamshang {XXX} onamshang vashang {XXX} vashang appo {XXX} appo onathinu {XXX} onathinu kanam {XXX} 	2	unknown_state
ml_sen_497	lalappan fansinte annakkil thooriya trailer 🤣🤣🤣🤣	lalappan fansinte {Negative} fansinte annakkil {XXX} annakkil thooriya {XXX} 	0	Negative
ml_sen_498	History About Mamangam	history about {XXX} 	1	Positive
ml_sen_499	Daivamea njan ninnea vitt 28nu Chekuthantea koodea pokuvea	daivamea njan {XXX} njan ninnea {XXX} ninnea vitt {XXX} vitt 28nu {XXX} 28nu chekuthantea {XXX} chekuthantea koodea {XXX} 	1	Positive
ml_sen_500	Enikku onnum kananda .. Angadu poliku ente itticha	enikku onnum {XXX} onnum kananda {XXX} kananda angadu {XXX} angadu poliku {XXX} poliku ente {XXX} 	1	Positive
ml_sen_501	Dislike adicha 27 k. Kakka fans	dislike adicha {Negative} adicha 27 {XXX} 27 k {XXX} k kakka {XXX} 	0	Negative
ml_sen_502	ikka thirichu vannu makkale <3 ini adiyude idiyude vedi pooram!!!!!	ikka thirichu {XXX} thirichu vannu {XXX} vannu makkale {Positive} makkale 3 {XXX} 3 ini {XXX} ini adiyude {XXX} adiyude idiyude {unknown_state} idiyude vedi {Positive} 	1	Positive
ml_sen_503	Nalla poli cinema maaas..padam mammookka polichadukki	nalla poli {XXX} poli cinema {XXX} cinema maaaspadam {XXX} maaaspadam mammookka {XXX} 	1	Positive
ml_sen_504	Churikayum chuzhati oru varavund massennonnum paranjaal pora maranamass      ikkaaaa	churikayum chuzhati {XXX} chuzhati oru {XXX} oru varavund {XXX} varavund massennonnum {XXX} massennonnum paranjaal {XXX} paranjaal pora {XXX} pora maranamass {XXX} 	1	Positive
ml_sen_505	Mammukkaa		1	Positive
ml_sen_506	Prithviraj oru guest role ayelum varam.. yene agrahikunavr undo..??	prithviraj oru {XXX} oru guest {XXX} guest role {unknown_state} role ayelum {XXX} ayelum varam {XXX} varam yene {XXX} yene agrahikunavr {XXX} 	2	unknown_state
ml_sen_507	Ithu mass alla marana mass adipoli kumba konam....odiko heaters thirinjum marinjum odikkoooo	ithu mass {XXX} mass alla {Positive} alla marana {Positive} marana mass {Positive} mass adipoli {XXX} adipoli kumba {XXX} kumba konamodiko {XXX} konamodiko heaters {XXX} heaters thirinjum {XXX} thirinjum marinjum {XXX} 	1	Positive
ml_sen_508	Vijay vs Mohanlal Sarkar vs odiyan Like for Sarkar Comment for odiyan	vijay vs {XXX} vs mohanlal {XXX} mohanlal sarkar {XXX} sarkar vs {XXX} vs odiyan {not-malayalam} odiyan like {XXX} like for {unknown_state} for sarkar {XXX} sarkar comment {XXX} comment for {XXX} 	2	unknown_state
ml_sen_509	Ponnikkaaa.  Kanditum kanditum mathivarunnilla engale...	ponnikkaaa kanditum {XXX} kanditum kanditum {XXX} kanditum mathivarunnilla {XXX} 	2	unknown_state
ml_sen_510	Satyathil kurachum koodi standard pratheekshichirunnu. Ithu  joshi  style. Kadha ithil ninnum manasilakamallo.	satyathil kurachum {XXX} kurachum koodi {unknown_state} koodi standard {XXX} standard pratheekshichirunnu {XXX} pratheekshichirunnu ithu {XXX} ithu joshi {XXX} joshi style {XXX} style kadha {XXX} kadha ithil {XXX} ithil ninnum {Negative} 	2	unknown_state
ml_sen_511	Lattettan $ mammoka ishtamullavar like cheyyu	lattettan mammoka {XXX} mammoka ishtamullavar {XXX} ishtamullavar like {Positive} 	1	Positive
ml_sen_512	MaduraRaja Trailer kandathinu shesham vannavar undo?	maduraraja trailer {unknown_state} trailer kandathinu {unknown_state} kandathinu shesham {unknown_state} shesham vannavar {unknown_state} 	2	unknown_state
ml_sen_513	Polichu mass alla marana massssss  ikkaaaaaaaaa	polichu mass {Positive} mass alla {Positive} alla marana {Positive} marana massssss {XXX} 	1	Positive
ml_sen_514	Tamil nattil ninn vare ikkaakk like ee film pole thanne oru yamandan prema kadhakkum wait cheyyunnnavar idu oru like	tamil nattil {XXX} nattil ninn {XXX} ninn vare {XXX} vare ikkaakk {XXX} ikkaakk like {XXX} like ee {unknown_state} ee film {Positive} film pole {Positive} pole thanne {XXX} thanne oru {Positive} oru yamandan {XXX} yamandan prema {XXX} prema kadhakkum {XXX} kadhakkum wait {XXX} wait cheyyunnnavar {XXX} cheyyunnnavar idu {XXX} idu oru {XXX} 	1	Positive
ml_sen_515	Sunni chechi ullond padam one month enkilum ooodum orappaaa allenkil sunnichechi oodikkum	sunni chechi {XXX} chechi ullond {XXX} ullond padam {XXX} padam one {XXX} one month {XXX} month enkilum {XXX} enkilum ooodum {XXX} ooodum orappaaa {XXX} orappaaa allenkil {XXX} allenkil sunnichechi {XXX} 	1	Positive
ml_sen_516	Making videoyil ulla bgm koduthirunnu enkil polichenne But still	making videoyil {XXX} videoyil ulla {XXX} ulla bgm {Mixed_feelings} bgm koduthirunnu {XXX} koduthirunnu enkil {XXX} enkil polichenne {XXX} polichenne but {XXX} 	1	Positive
ml_sen_517	nothing but masss...making okke kidu..kadha koodi kiduvaayaal charithramaakum..	nothing but {XXX} but masssmaking {XXX} masssmaking okke {XXX} okke kidukadha {XXX} kidukadha koodi {XXX} koodi kiduvaayaal {XXX} 	1	Positive
ml_sen_518	Dhaivam  marikkugayo    endhuvaade	dhaivam marikkugayo {XXX} 	1	Positive
ml_sen_519	Ee vesham cheyan pattiya 2 malayalam actor mare ollu . Athu ...ikka .prithviraj.  sheriyannengil adi like	ee vesham {Mixed_feelings} vesham cheyan {XXX} cheyan pattiya {XXX} pattiya 2 {XXX} 2 malayalam {XXX} malayalam actor {XXX} actor mare {XXX} mare ollu {XXX} ollu athu {XXX} athu ikka {XXX} ikka prithviraj {XXX} prithviraj sheriyannengil {XXX} sheriyannengil adi {XXX} 	1	Positive
ml_sen_520	Padathin hipe koottan trailer irakki ulla hippum koodi kondupoyi kalanju enn kettapol ithrayum pratheekshichilla	padathin hipe {XXX} hipe koottan {XXX} koottan trailer {XXX} trailer irakki {XXX} irakki ulla {XXX} ulla hippum {XXX} hippum koodi {XXX} koodi kondupoyi {XXX} kondupoyi kalanju {XXX} kalanju enn {XXX} enn kettapol {XXX} kettapol ithrayum {XXX} 	1	Positive
ml_sen_521	E trailernu dislike adikkunnavanmaarudae aa manassundalllo....oh.... Namikkaathae vayya	e trailernu {XXX} trailernu dislike {XXX} dislike adikkunnavanmaarudae {XXX} adikkunnavanmaarudae aa {XXX} aa manassundalllooh {XXX} manassundalllooh namikkaathae {XXX} 	1	Positive
ml_sen_522	Tamil fans like here !!!!	tamil fans {not-malayalam} fans like {unknown_state} 	4	not-malayalam/tamil
ml_sen_523	polichu makkaleeeeeee...........    thanks ikka	polichu makkaleeeeeee {XXX} makkaleeeeeee thanks {XXX} 	1	Positive
ml_sen_524	0:53 daivathe konn daivathinte swandam nadayi...	053 daivathe {XXX} daivathe konn {XXX} konn daivathinte {XXX} daivathinte swandam {XXX} 	2	unknown_state
ml_sen_525	all the best unda movie and mammookka from all kerala kunjako boban fans	all the {Positive} the best {Positive} best unda {XXX} unda movie {Positive} movie and {XXX} and mammookka {Positive} mammookka from {XXX} from all {not-malayalam} all kerala {unknown_state} kerala kunjako {XXX} kunjako boban {XXX} 	1	Positive
ml_sen_526	മമ്മൂക്ക Birthday  Ethrem neram nokki ninnu.	birthday ethrem {XXX} ethrem neram {XXX} neram nokki {XXX} 	2	unknown_state
