vera	909_Positive
potavanlam	002_Negative
pogeda	002_Negative
pee	002_Negative
payala	002_Negative
pathuko	002_Negative
pathiyin	002_Negative
panu	002_Negative
pandran	002_Negative
panathiga	002_Negative
paiya	002_Negative
padom	002_Negative
paathale	002_Negative
paana	002_Negative
option	002_Negative
omala	002_Negative
nose	002_Negative
nickal	002_Negative
nambe	002_Negative
naangalum	002_Negative
mukki	002_Negative
mosam	002_Negative
mokkaiyathaan	002_Negative
modhiparu	002_Negative
mannavadhu	002_Negative
makkaley	002_Negative
maatingala	002_Negative
lolzz	002_Negative
letters	002_Negative
lavadhu	002_Negative
lakshmi	002_Negative
kuppai	002_Negative
kunjus	002_Negative
kujith	002_Negative
kude	002_Negative
kovitha	002_Negative
koodhi	002_Negative
kilavan	002_Negative
kekuthu	002_Negative
kedaikala	002_Negative
kathura	002_Negative
katanum	002_Negative
kaalathla	002_Negative
jerry	002_Negative
ivanlaam	002_Negative
iruparam	002_Negative
irunthurukkum	002_Negative
irikae	002_Negative
ipdilam	002_Negative
impossible	002_Negative
idly	002_Negative
id	002_Negative
gommaala	002_Negative
flope	002_Negative
fit	002_Negative
evanavadhu	002_Negative
ethula	002_Negative
edhaavadhu	002_Negative
donkeys	002_Negative
deivame	002_Negative
corporate	002_Negative
clarity	002_Negative
choli	002_Negative
captain	002_Negative
bots	002_Negative
avlotha	002_Negative
avanum	002_Negative
avala	002_Negative
atta	002_Negative
arivu	002_Negative
35k	002_Negative
pakara	002_Negative
kuthi	002_Negative
ippe	002_Negative
villan	002_Negative
komali	002_Negative
joke	002_Negative
seeman	002_Negative
irrukum	002_Negative
theriyudhu	002_Negative
pesa	002_Negative
down	002_Negative
vaippu	002_Negative
rangasthalam	002_Negative
orey	002_Negative
pooga	002_Negative
sana	002_Negative
govt	002_Negative
adai	002_Negative
cut	002_Negative
pula	002_Negative
padathai	002_Negative
malayalikal	002_Negative
kollam	002_Negative
aisa	002_Negative
tatti	002_Negative
suspense	002_Negative
mo	002_Negative
kand	002_Negative
gal	002_Negative
rest	002_Negative
paarthu	002_Negative
kara	002_Negative
producer	002_Negative
yarelam	002_Negative
yara	002_Negative
veeram	002_Negative
unnoda	002_Negative
theriyathu	002_Negative
thaguthi	002_Negative
styleum	002_Negative
serupala	002_Negative
selva	002_Negative
seekrama	002_Negative
sapdu	002_Negative
road	002_Negative
potathu	002_Negative
poota	002_Negative
podum	002_Negative
payaluga	002_Negative
parakum	002_Negative
padu	002_Negative
paarungada	002_Negative
mokke	002_Negative
mission	002_Negative
meesa	002_Negative
mahalakshmi	002_Negative
maha	002_Negative
magane	002_Negative
magan	002_Negative
maatum	002_Negative
kujay	002_Negative
krishna	002_Negative
koo	002_Negative
kodumai	002_Negative
kochadaiyan	002_Negative
katharals	002_Negative
ivanuku	002_Negative
idu	002_Negative
feels	002_Negative
evana	002_Negative
eva	002_Negative
ethukuda	002_Negative
epdida	002_Negative
echa	002_Negative
dunkirk	002_Negative
dissapointed	002_Negative
dipawali	002_Negative
chicken	002_Negative
chai	002_Negative
bayangrama	002_Negative
badass	002_Negative
alu	002_Negative
aadi	002_Negative
51	002_Negative
12k	002_Negative
yanna	002_Negative
vitta	002_Negative
violence	002_Negative
thar	002_Negative
perula	002_Negative
pause	002_Negative
paathiya	002_Negative
paakurathuku	002_Negative
olunga	002_Negative
mani	002_Negative
logic	002_Negative
july	002_Negative
ipti	002_Negative
illanu	002_Negative
fucking	002_Negative
ethum	002_Negative
disappointed	002_Negative
dhillu	002_Negative
avalo	002_Negative
akshara	002_Negative
agadha	002_Negative
varanunga	002_Negative
thayoli	002_Negative
thapa	002_Negative
thailava	002_Negative
sandai	002_Negative
pootu	002_Negative
poolu	002_Negative
odda	002_Negative
odadhu	002_Negative
mad	002_Negative
koduma	002_Negative
kidayathu	002_Negative
kaandu	002_Negative
inthamari	002_Negative
hrithik	002_Negative
hasan	002_Negative
comedya	002_Negative
beats	002_Negative
yepdi	002_Mixed_feelings
yaaralum	002_Mixed_feelings
viswasathuku	002_Mixed_feelings
vidhya	002_Mixed_feelings
velaiya	002_Mixed_feelings
vazhy	002_Mixed_feelings
varutho	002_Mixed_feelings
varlaya	002_Mixed_feelings
vachirukkinga	002_Mixed_feelings
vaaram	002_Mixed_feelings
usar	002_Mixed_feelings
unmaiyaa	002_Mixed_feelings
tm	002_Mixed_feelings
tittle	002_Mixed_feelings
thonichi	002_Mixed_feelings
telungan	002_Mixed_feelings
tamilar	002_Mixed_feelings
stag	002_Mixed_feelings
sangar	002_Mixed_feelings
pullinga	002_Mixed_feelings
problm	002_Mixed_feelings
porukinga	002_Mixed_feelings
poiruchu	002_Mixed_feelings
pentha	002_Mixed_feelings
pannuthu	002_Mixed_feelings
pakaraven	002_Mixed_feelings
paatu	002_Mixed_feelings
oruvela	002_Mixed_feelings
nalah	002_Mixed_feelings
naduvula	002_Mixed_feelings
muthu	002_Mixed_feelings
munnadii	002_Mixed_feelings
mithran	002_Mixed_feelings
maranao	002_Mixed_feelings
mandhiram	002_Mixed_feelings
madum	002_Mixed_feelings
maatom	002_Mixed_feelings
ks	002_Mixed_feelings
koothiyan	002_Mixed_feelings
jhonvi	002_Mixed_feelings
ithukum	002_Mixed_feelings
isaac	002_Mixed_feelings
irupar	002_Mixed_feelings
irukhu	002_Mixed_feelings
hag	002_Mixed_feelings
finishing	002_Mixed_feelings
expiry	002_Mixed_feelings
enya	002_Mixed_feelings
elements	002_Mixed_feelings
dam	002_Mixed_feelings
chintamani	002_Mixed_feelings
china	002_Mixed_feelings
cbfc	002_Mixed_feelings
become	002_Mixed_feelings
avangala	002_Mixed_feelings
asingga	002_Mixed_feelings
asimov	002_Mixed_feelings
announce	002_Mixed_feelings
anastasia	002_Mixed_feelings
amais	002_Mixed_feelings
aasinga	002_Mixed_feelings
aakathuna	002_Mixed_feelings
aagadhu	002_Mixed_feelings
97k	002_Mixed_feelings
82k	002_Mixed_feelings
3dla	002_Mixed_feelings
102	002_Mixed_feelings
vecha	002_Mixed_feelings
subscriber	002_Mixed_feelings
kadai	002_Mixed_feelings
bigila	002_Mixed_feelings
2018	002_Mixed_feelings
theatrela	002_Mixed_feelings
panrenga	002_Mixed_feelings
hot	002_Mixed_feelings
budget	002_Mixed_feelings
pans	002_Mixed_feelings
mairavathu	002_Mixed_feelings
padangal	002_Mixed_feelings
something	002_Mixed_feelings
international	002_Mixed_feelings
etc	002_Mixed_feelings
politics	002_Mixed_feelings
vayasukku	002_Mixed_feelings
soldren	002_Mixed_feelings
paravale	002_Mixed_feelings
paakaporom	002_Mixed_feelings
oottruparu	002_Mixed_feelings
neengalam	002_Mixed_feelings
nadakuthu	002_Mixed_feelings
mutiyathu	002_Mixed_feelings
matri	002_Mixed_feelings
lyca	002_Mixed_feelings
little	002_Mixed_feelings
kattuthu	002_Mixed_feelings
kannula	002_Mixed_feelings
kaatradhukaaga	002_Mixed_feelings
kaatra	002_Mixed_feelings
ivarukku	002_Mixed_feelings
iruparu	002_Mixed_feelings
inni	002_Mixed_feelings
guaranteed	002_Mixed_feelings
fact	002_Mixed_feelings
eppovum	002_Mixed_feelings
ennoruthara	002_Mixed_feelings
endhiran	002_Mixed_feelings
edu	002_Mixed_feelings
bigiluku	002_Mixed_feelings
below	002_Mixed_feelings
audio	002_Mixed_feelings
abhay	002_Mixed_feelings
59	002_Mixed_feelings
13million	002_Mixed_feelings
102k	002_Mixed_feelings
yathuku	002_Mixed_feelings
vanthutu	002_Mixed_feelings
salute	002_Mixed_feelings
paavigala	002_Mixed_feelings
kotha	002_Mixed_feelings
80	002_Mixed_feelings
vachii	002_Mixed_feelings
thool	002_Mixed_feelings
sketch	002_Mixed_feelings
seekram	002_Mixed_feelings
ragini	002_Mixed_feelings
produce	002_Mixed_feelings
potruku	002_Mixed_feelings
payama	002_Mixed_feelings
nerupu	002_Mixed_feelings
laan	002_Mixed_feelings
kuruvi	002_Mixed_feelings
kolacase	002_Mixed_feelings
idhellam	002_Mixed_feelings
dec20	002_Mixed_feelings
chindamani	002_Mixed_feelings
aey	002_Mixed_feelings
adhula	002_Mixed_feelings
yosingaya	001_unknown_state
yoshirukalam	001_unknown_state
yevena	001_unknown_state
yevanukkavadu	001_unknown_state
yevanukavathu	001_unknown_state
yevanda	001_unknown_state
yevalo	001_unknown_state
yerangumpothu	001_unknown_state
yennanu	001_unknown_state
yenkuda	001_unknown_state
yealarum	001_unknown_state
yarumey	001_unknown_state
yarukulam	001_unknown_state
yarkellam	001_unknown_state
yarellem	001_unknown_state
yarallam	001_unknown_state
yaralam	001_unknown_state
yarakuvathu	001_unknown_state
yarai	001_unknown_state
yaethikuvom	001_unknown_state
yaenda	001_unknown_state
yaarku	001_unknown_state
yaaralla	001_unknown_state
wo	001_unknown_state
website	001_unknown_state
wardena	001_unknown_state
waitingthalapathy	001_unknown_state
vy	001_unknown_state
vjsa	001_unknown_state
vj64	001_unknown_state
vivazya	001_unknown_state
vituruvean	001_unknown_state
vittrkarnu	001_unknown_state
vitralama	001_unknown_state
visuvasatha	001_unknown_state
vilindhu	001_unknown_state
vijayakanth	001_unknown_state
vijaya	001_unknown_state
vidamaate	001_unknown_state
vi	001_unknown_state
vf	001_unknown_state
vetha	001_unknown_state
veruthe	001_unknown_state
verri	001_unknown_state
veriyarkala	001_unknown_state
veritthanamaa	001_unknown_state
verithananama	001_unknown_state
venga	001_unknown_state
vendu	001_unknown_state
velayatu	001_unknown_state
vedichi	001_unknown_state
vedi	001_unknown_state
vechurkeenga	001_unknown_state
vazhuthukal	001_unknown_state
vazhtukal	001_unknown_state
vayasakala	001_unknown_state
varuvaan	001_unknown_state
varuthuna	001_unknown_state
varushathukku	001_unknown_state
varunuma	001_unknown_state
varun	001_unknown_state
varradhu	001_unknown_state
vareninga	001_unknown_state
varenga	001_unknown_state
varavungala	001_unknown_state
varathunga	001_unknown_state
varappa	001_unknown_state
varangalemma	001_unknown_state
varamattom	001_unknown_state
varamatainga	001_unknown_state
vanthuchu	001_unknown_state
vanthidch	001_unknown_state
vanthavunge	001_unknown_state
vanthavuga	001_unknown_state
vanthavan	001_unknown_state
vandutingala	001_unknown_state
vandhuduchu	001_unknown_state
vandhucha	001_unknown_state
vandhavan	001_unknown_state
vandhavagga	001_unknown_state
vandanegalu	001_unknown_state
vandam	001_unknown_state
vaikireingaleayda	001_unknown_state
vaasikira	001_unknown_state
unoda	001_unknown_state
unmayalumae	001_unknown_state
ungommaa	001_unknown_state
unduu	001_unknown_state
undhi	001_unknown_state
unaa	001_unknown_state
ulunthu	001_unknown_state
ullalaa	001_unknown_state
ukkarunda	001_unknown_state
uggaluku	001_unknown_state
typ	001_unknown_state
tvepo	001_unknown_state
tumbinga	001_unknown_state
ts	001_unknown_state
truck	001_unknown_state
travel	001_unknown_state
transfer	001_unknown_state
together	001_unknown_state
thuthukudi	001_unknown_state
thunai	001_unknown_state
thumba	001_unknown_state
thrillarukalkk	001_unknown_state
thora	001_unknown_state
thonuchu	001_unknown_state
thombiga	001_unknown_state
thokka	001_unknown_state
thiriyum	001_unknown_state
theriyilla	001_unknown_state
theriyathulla	001_unknown_state
theriuma	001_unknown_state
therinjadhu	001_unknown_state
theriko	001_unknown_state
thepavaliki	001_unknown_state
thenna	001_unknown_state
thatuu	001_unknown_state
thatugada	001_unknown_state
thalapathyvijay	001_unknown_state
thalapathyn	001_unknown_state
thalaparhy	001_unknown_state
thalaivarode	001_unknown_state
thadawaiku	001_unknown_state
teriyathulla	001_unknown_state
telungu	001_unknown_state
telghu	001_unknown_state
teesthunnaraa	001_unknown_state
teams	001_unknown_state
tamilrockersla	001_unknown_state
taapsi	001_unknown_state
syraa	001_unknown_state
switzerland	001_unknown_state
suthla	001_unknown_state
suryade	001_unknown_state
supporting	001_unknown_state
suppa	001_unknown_state
sumaara	001_unknown_state
sukumar	001_unknown_state
strings	001_unknown_state
strikes	001_unknown_state
stok	001_unknown_state
soningana	001_unknown_state
songsuperb	001_unknown_state
solurvanga	001_unknown_state
solravangallam	001_unknown_state
solranvan	001_unknown_state
solraga	001_unknown_state
solraavnga	001_unknown_state
solluravaga	001_unknown_state
sollo	001_unknown_state
sollirukan	001_unknown_state
solldravangalam	001_unknown_state
sollaala	001_unknown_state
soldranavanga	001_unknown_state
slag	001_unknown_state
skyfall	001_unknown_state
skip	001_unknown_state
sivakarthi	001_unknown_state
singham	001_unknown_state
simon	001_unknown_state
simbba	001_unknown_state
silvar	001_unknown_state
siddique	001_unknown_state
si	001_unknown_state
sewwt	001_unknown_state
settiyar	001_unknown_state
sethuruvaan	001_unknown_state
sethupathya	001_unknown_state
sethupatgi	001_unknown_state
sethupahi	001_unknown_state
seththuruvomnu	001_unknown_state
sethruvaru	001_unknown_state
serupa	001_unknown_state
serikum	001_unknown_state
sentimentu	001_unknown_state
senjirukathu	001_unknown_state
senda	001_unknown_state
semiya	001_unknown_state
seinchi	001_unknown_state
savarndha	001_unknown_state
savanuma	001_unknown_state
sattiya	001_unknown_state
sappttu	001_unknown_state
sapidovam	001_unknown_state
santa	001_unknown_state
sanghathamijhan	001_unknown_state
sangathamilanin	001_unknown_state
sandalwood	001_unknown_state
sambhavicha	001_unknown_state
salithanam	001_unknown_state
salay	001_unknown_state
saavaradhaa	001_unknown_state
saavakodaathu	001_unknown_state
saaptruchu	001_unknown_state
saambaare	001_unknown_state
saahakkootathu	001_unknown_state
saagarathaa	001_unknown_state
romboo	001_unknown_state
rich	001_unknown_state
responce	001_unknown_state
reslese	001_unknown_state
resemblance	001_unknown_state
replicates	001_unknown_state
remo	001_unknown_state
remex	001_unknown_state
reddi	001_unknown_state
realised	001_unknown_state
rasigayin	001_unknown_state
rashanum	001_unknown_state
rao	001_unknown_state
randhum	001_unknown_state
rana	001_unknown_state
race	001_unknown_state
pwolikum	001_unknown_state
pundati	001_unknown_state
pudikramathri	001_unknown_state
pudikanum	001_unknown_state
pudikama	001_unknown_state
priyadarshan	001_unknown_state
prachanai	001_unknown_state
ppah	001_unknown_state
pottave	001_unknown_state
potrukeenga	001_unknown_state
poteringala	001_unknown_state
poravana	001_unknown_state
pootho	001_unknown_state
pontati	001_unknown_state
pongalrace	001_unknown_state
poma	001_unknown_state
poliye	001_unknown_state
polappu	001_unknown_state
polachikuva	001_unknown_state
poduvatha	001_unknown_state
poduran	001_unknown_state
podugga	001_unknown_state
podringlaa	001_unknown_state
podranghalo	001_unknown_state
podho	001_unknown_state
podamatta	001_unknown_state
poattu	001_unknown_state
pirika	001_unknown_state
piraku	001_unknown_state
pirachana	001_unknown_state
pinnadiyum	001_unknown_state
pinna	001_unknown_state
pinkman	001_unknown_state
pillaya	001_unknown_state
pilem	001_unknown_state
pidikuthunu	001_unknown_state
pidichavan	001_unknown_state
pictur	001_unknown_state
phlay	001_unknown_state
peyru	001_unknown_state
pettaya	001_unknown_state
pett	001_unknown_state
pesnatha	001_unknown_state
pesiye	001_unknown_state
percent	001_unknown_state
perak	001_unknown_state
payalu	001_unknown_state
pattadha	001_unknown_state
patriya	001_unknown_state
pathupa	001_unknown_state
pathunkitu	001_unknown_state
pathukum	001_unknown_state
pathrukke	001_unknown_state
pathhi	001_unknown_state
pathavunge	001_unknown_state
pathavangaluku	001_unknown_state
pathavangala	001_unknown_state
pathathum	001_unknown_state
pathathukku	001_unknown_state
pathapo	001_unknown_state
patgu	001_unknown_state
passange	001_unknown_state
passah	001_unknown_state
paruthiveeranuku	001_unknown_state
parugga	001_unknown_state
parthuddu	001_unknown_state
parthaa	001_unknown_state
paridhabangal	001_unknown_state
parappana	001_unknown_state
papomnu	001_unknown_state
panungo	001_unknown_state
panuna	001_unknown_state
pantriga	001_unknown_state
panravangalam	001_unknown_state
pannurenga	001_unknown_state
pannunge	001_unknown_state
panniyachu	001_unknown_state
pannitama	001_unknown_state
panniko	001_unknown_state
pannalama	001_unknown_state
panjamillaatha	001_unknown_state
pandrega	001_unknown_state
panalam	001_unknown_state
paklam	001_unknown_state
pakkavey	001_unknown_state
pakkala	001_unknown_state
paduringa	001_unknown_state
padithikatha	001_unknown_state
padikiravanga	001_unknown_state
padhamu	001_unknown_state
padathukae	001_unknown_state
padathalaum	001_unknown_state
padamu	001_unknown_state
padaiyatchi	001_unknown_state
pachiruntha	001_unknown_state
paatutu	001_unknown_state
paathurikinga	001_unknown_state
paathavaga	001_unknown_state
paathadum	001_unknown_state
paarungho	001_unknown_state
paarthaalum	001_unknown_state
paakuravaga	001_unknown_state
paakkenka	001_unknown_state
paakalaam	001_unknown_state
ours	001_unknown_state
oti	001_unknown_state
othinkitu	001_unknown_state
orukku	001_unknown_state
oppent	001_unknown_state
oorvittu	001_unknown_state
onnayum	001_unknown_state
oliymbic	001_unknown_state
okay	001_unknown_state
nyabhagathuku	001_unknown_state
norukkunga	001_unknown_state
no1trending	001_unknown_state
nk	001_unknown_state
njyavagathuk	001_unknown_state
niruthunga	001_unknown_state
niruthirukalam	001_unknown_state
ninaikkiren	001_unknown_state
nightlaye	001_unknown_state
nenakiruvanga	001_unknown_state
nenachuten	001_unknown_state
nenachi	001_unknown_state
nelathukkaga	001_unknown_state
nayungala	001_unknown_state
natpe	001_unknown_state
nammada	001_unknown_state
nambee	001_unknown_state
namakida	001_unknown_state
nalavaa	001_unknown_state
naka	001_unknown_state
nagi	001_unknown_state
nadichanga	001_unknown_state
nadakkura	001_unknown_state
musica	001_unknown_state
muluka	001_unknown_state
mugen	001_unknown_state
