text	category	text	category
likes koodeettum views 462k yil stuck aayi kanunnavar ivde come on	unknown_state	likes koodeettum views 462k yil stuck aayi kanunnavar ivde come on	unknown_state
film kaanan trill adichu nilkkunnavar like	unknown_state	film kaanan trill adichu nilkkunnavar like	unknown_state
ithu kandappol uru pazaya commissionere oorma vannavarundo	unknown_state	ithu kandappol uru pazaya commissionere oorma vannavarundo	unknown_state
hd irangiyitum trailer kaanunnavar ivde like adii	unknown_state	hd irangiyitum trailer kaanunnavar ivde like adii	unknown_state
trailer kollam but movie flopp aavum	Positive	trailer kollam but movie flopp aavum	Mixed_feelings
egadhessam pulimurugan model thonniyavar like	unknown_state	egadhessam pulimurugan model thonniyavar like	unknown_state
ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu	Positive	ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu	Positive
ipozhe 48 unlike samshayam illa bengalikal thanne	Positive	ipozhe 48 unlike samshayam illa bengalikal thanne	unknown_state
six pack episode1 malayalam fitness tips 2	not-malayalam	six pack episode1 malayalam fitness tips 2	not-malayalam
idi film orma vannath enikk mathram ano	unknown_state	idi film orma vannath enikk mathram ano	unknown_state
2 7 k dislikes irangunnadinu munne thanne vannalloo	unknown_state	2 7 k dislikes irangunnadinu munne thanne vannalloo	Negative
pirates of the caribbean peru maati ettal aalkar chilappol like adikkum aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu	unknown_state	pirates of the caribbean peru maati ettal aalkar chilappol like adikkum aale pattikkan eniyum engane nalla nalla teasers pratheekshikkunnu	Negative
1 39 that superman punch	Positive	1 39 that superman punch	not-malayalam
ee trailer njan thaetril kandappo ennaa feelaan tovino achayan ishtam	Positive	ee trailer njan thaetril kandappo ennaa feelaan tovino achayan ishtam	Positive
veendu veendum kaanunnavar like adi	unknown_state	veendu veendum kaanunnavar like adi	unknown_state
ippozhum repeat adich kanunnavar ivdey like ikka	unknown_state	ippozhum repeat adich kanunnavar ivdey like ikka	Positive
ikka katta fans like here	unknown_state	ikka katta fans like here	unknown_state
this deal is with an devil	not-malayalam	this deal is with an devil	not-malayalam
aarokke first showkk pokum fdfs arokke like adikk	unknown_state	aarokke first showkk pokum fdfs arokke like adikk	unknown_state
movie kk fuljar soda nte taste	unknown_state	movie kk fuljar soda nte taste	unknown_state
immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu proudofyou mammookka	Positive	immathiri item ellam abhrapaliyil kananamenkil innum ee arupathiyettukaran orungiyiranganamennathu enthoru virodhabhasamanu proudofyou mammookka	Positive
late a vanthaalum latest a varum	Positive	late a vanthaalum latest a varum	not-malayalam
mamookaa mass uff rakshayillaa ikka ennum mass ka bapp	Positive	mamookaa mass uff rakshayillaa ikka ennum mass ka bapp	Positive
raja sollaratha thaan seivaan seiyratha mattum thaan solluvaan thalavaa mammutty tamil hit fans	not-malayalam	raja sollaratha thaan seivaan seiyratha mattum thaan solluvaan thalavaa mammutty tamil hit fans	not-malayalam
otta peru mammooty bgm kodoora mass apo eidum abrahaamin	Positive	otta peru mammooty bgm kodoora mass apo eidum abrahaamin	Positive
ikka ennum top lanu one and only raja	Positive	ikka ennum top lanu one and only raja	Positive
brothersday yil prithwiraj sukumaran lad il mallika sukumaran ittimaniyil late sukumaran this onam polikkum	Positive	brothersday yil prithwiraj sukumaran lad il mallika sukumaran ittimaniyil late sukumaran this onam polikkum	Positive
raja varunath veruthe pokan alla mammookka fans adi like	unknown_state	raja varunath veruthe pokan alla mammookka fans adi like	unknown_state
vere vella panikk poda nayinte mone thantha kelava lalettante myr nakkan polum anne kond pattillada pooraa	Negative	vere vella panikk poda nayinte mone thantha kelava lalettante myr nakkan polum anne kond pattillada pooraa	Negative
nannayi varatte manassil niranja ashamsakal	Positive	nannayi varatte manassil niranja ashamsakal	Positive
ente ponnu mammokka ningalekkondu oru rakshayumillallo	Positive	ente ponnu mammokka ningalekkondu oru rakshayumillallo	Positive
dislike cheyyan kore ennam irangiyittund	Negative	dislike cheyyan kore ennam irangiyittund	Negative
ikkaykk lalettan fans inte vaka oru adipoli wish	Positive	ikkaykk lalettan fans inte vaka oru adipoli wish	Positive
viswosichu koode varunnavare jeevan koduthayalum samrakshikkum	Positive	viswosichu koode varunnavare jeevan koduthayalum samrakshikkum	unknown_state
rajetta ithreyum pratheekshchillaa kidu feel romaanjam ithu pwolikkum	Positive	rajetta ithreyum pratheekshchillaa kidu feel romaanjam ithu pwolikkum	Positive
trailer poli pakshe copy sundar sherikkum copy aanenn sammadichu	Positive	trailer poli pakshe copy sundar sherikkum copy aanenn sammadichu	Mixed_feelings
onne parayanollu ee prayathil eemathiri role athu mamookakkalathe arkuu pattum	Positive	onne parayanollu ee prayathil eemathiri role athu mamookakkalathe arkuu pattum	Positive
sidhikinte katta roll njan maathranoo shradhichath	Positive	sidhikinte katta roll njan maathranoo shradhichath	unknown_state
mamangam ikka ithre vendu katta waiting	Positive	mamangam ikka ithre vendu katta waiting	Positive
5k dislikes	not-malayalam	5k dislikes	not-malayalam
ee haters vann dislike adichalum 240k like und makkale	unknown_state	ee haters vann dislike adichalum 240k like und makkale	Negative
engane unlike cheyyan thonnanu ee kanikkunath kerala police nte motham avasta aanu	Positive	engane unlike cheyyan thonnanu ee kanikkunath kerala police nte motham avasta aanu	Negative
we r waiting 4 stephen nedumumpalli lalettan rajuvettan combo mooshamaavilla yennariyaam trailer polich	Positive	we r waiting 4 stephen nedumumpalli lalettan rajuvettan combo mooshamaavilla yennariyaam trailer polich	Positive
real historic films legendary magical actor mammootty mamangam super duper multi mega hit	not-malayalam	real historic films legendary magical actor mammootty mamangam super duper multi mega hit	not-malayalam
laletta oru raksha illaa all over super annu thanks to prithvi	Positive	laletta oru raksha illaa all over super annu thanks to prithvi	Positive
theme doom patrol le pole undallo	Mixed_feelings	theme doom patrol le pole undallo	Mixed_feelings
ente ammo kidilol kidilam oru raksha illa prayathe vellum veeran	Positive	ente ammo kidilol kidilam oru raksha illa prayathe vellum veeran	Positive
poyi paranjekku baapa vannitundennu dubailnu king derick is on hunt	not-malayalam	poyi paranjekku baapa vannitundennu dubailnu king derick is on hunt	unknown_state
ithu kandittu eganna unlike addikan thothuthoo avoo	Positive	ithu kandittu eganna unlike addikan thothuthoo avoo	Positive
veruthe alla neerali kandam vayi odiyath	unknown_state	veruthe alla neerali kandam vayi odiyath	unknown_state
ninga polik ikka namma undu koode alla pinne	Positive	ninga polik ikka namma undu koode alla pinne	Positive
all the best laletta and rajuvetta from alluarjun fans	Positive	all the best laletta and rajuvetta from alluarjun fans	not-malayalam
big b 2aano ettu kanditu atakana vari	Positive	big b 2aano ettu kanditu atakana vari	unknown_state
itu kandappo roomancham vannavar like adi	unknown_state	itu kandappo roomancham vannavar like adi	unknown_state
asooya thonua ikka ikka nigalu maass aanu	Positive	asooya thonua ikka ikka nigalu maass aanu	Positive
innaleyaane kandath super padam ellarum famlyaayi poyi kanan super abinayam	Positive	innaleyaane kandath super padam ellarum famlyaayi poyi kanan super abinayam	Positive
mass katta waiting ikka rajuettan fans	Positive	mass katta waiting ikka rajuettan fans	Positive
ente ethra kali kandittullatha nee odukathe ee kalikoodi kannu romanchification oo odiyan odi odi odiyan	unknown_state	ente ethra kali kandittullatha nee odukathe ee kalikoodi kannu romanchification oo odiyan odi odi odiyan	unknown_state
dislike adicheverk oke ente vaka nadu virel pranamem	Negative	dislike adicheverk oke ente vaka nadu virel pranamem	Negative
2019 eattande um ikkade um thanne anu makkale	Positive	2019 eattande um ikkade um thanne anu makkale	Positive
ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu	Positive	ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu	Positive
2019 mammokka angeduthunnu parayan paranju	Positive	2019 mammokka angeduthunnu parayan paranju	Positive
body 68 vayassulla oru manushyan	Positive	body 68 vayassulla oru manushyan	unknown_state
jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath waiting lalattan fans	Positive	jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath waiting lalattan fans	Positive
ithonnil kooduthal kandavar undengil adi machane oru like	unknown_state	ithonnil kooduthal kandavar undengil adi machane oru like	unknown_state
sahoo movie bgm copy pole undallo	Positive	sahoo movie bgm copy pole undallo	Mixed_feelings
history of pain history of hope history of an era history of the brave	not-malayalam	history of pain history of hope history of an era history of the brave	not-malayalam
mamankam release november 21 4 languages 1 malayalam 2 tamil 3 telugu 4 hindi	not-malayalam	mamankam release november 21 4 languages 1 malayalam 2 tamil 3 telugu 4 hindi	not-malayalam
padam kaanan kaziyatha sangadathil trailer kanunna njan	unknown_state	padam kaanan kaziyatha sangadathil trailer kanunna njan	unknown_state
unniyettan polichuu unni mukundan fans like here	unknown_state	unniyettan polichuu unni mukundan fans like here	Positive
padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke	unknown_state	padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke	unknown_state
ee padathien ethra kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila nthin pakuthi polum ilaa	Negative	ee padathien ethra kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila nthin pakuthi polum ilaa	Negative
i love mammookka love from telangana	not-malayalam	i love mammookka love from telangana	not-malayalam
200k like ayo ennu nakkan vannar like	unknown_state	200k like ayo ennu nakkan vannar like	unknown_state
ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam	unknown_state	ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam	unknown_state
adi poli ini relees aayal mathi	Positive	adi poli ini relees aayal mathi	Positive
etan just nailed it raju etta hats off	not-malayalam	etan just nailed it raju etta hats off	not-malayalam
ethil pritvi kanum en manas parayunnu	Positive	ethil pritvi kanum en manas parayunnu	Positive
superb ikka njn oru ettan	Positive	superb ikka njn oru ettan	Positive
eth theatre allaam onn kulukkum	Positive	eth theatre allaam onn kulukkum	Positive
sunny chachi ne kaanan trailer kandavar like adi	unknown_state	sunny chachi ne kaanan trailer kandavar like adi	unknown_state
sala lucifar matalb kya hai jante hu oska matlab saitan	not-malayalam	sala lucifar matalb kya hai jante hu oska matlab saitan	not-malayalam
rajuettan making super ini padam koode super hit aya mathi	Positive	rajuettan making super ini padam koode super hit aya mathi	Positive
katta waiting for lalettanszz magic	Positive	katta waiting for lalettanszz magic	Positive
ente ponno oru rkshayum illa	Positive	ente ponno oru rkshayum illa	Positive
1 divasam 3l kudutal tavane kanunavar arokke und	Positive	1 divasam 3l kudutal tavane kanunavar arokke und	Positive
ipolum trailer kanan vannavar like adikk	unknown_state	ipolum trailer kanan vannavar like adikk	unknown_state
peranbu anpoodu amudhan	unknown_state	peranbu anpoodu amudhan	unknown_state
any tamil person after seeing title	not-malayalam	any tamil person after seeing title	not-malayalam
padam release aytt arengilum trailer kaanunnundo	unknown_state	padam release aytt arengilum trailer kaanunnundo	unknown_state
mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaa storong 99	Positive	mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaa storong 99	Positive
mohanlal fans and ikka fans like here	unknown_state	mohanlal fans and ikka fans like here	not-malayalam
k fans like here	unknown_state	k fans like here	unknown_state
idoru unddaa padam thanne avum	Positive	idoru unddaa padam thanne avum	Negative
ente ponnikka ingal enna monj aane	Positive	ente ponnikka ingal enna monj aane	Positive
november 6 num vann nookunnavar undo	unknown_state	november 6 num vann nookunnavar undo	unknown_state
njan our ikka fan anuu paksha odiyan mass a like adii	Positive	njan our ikka fan anuu paksha odiyan mass a like adii	unknown_state
prithwi rajine kanan vendi trailer slow motionil kandavar like adi	unknown_state	prithwi rajine kanan vendi trailer slow motionil kandavar like adi	unknown_state
no words dileepettaa best actor and janapriya nayakan beautiful trailer	Positive	no words dileepettaa best actor and janapriya nayakan beautiful trailer	Positive
l2 empuran loading soon kalli theernilla makkalle	Positive	l2 empuran loading soon kalli theernilla makkalle	Positive
best actor film	Positive	best actor film	unknown_state
4 million aayonn nokkan vannavar like adikk	unknown_state	4 million aayonn nokkan vannavar like adikk	unknown_state
all kerala mammooty fans anangill adi oru like	unknown_state	all kerala mammooty fans anangill adi oru like	unknown_state
mohanlal fans nu like addekannulla sthallam	unknown_state	mohanlal fans nu like addekannulla sthallam	unknown_state
prayaththe vellunna meyazhakkam ulla nadanan megastar prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	Positive	prayaththe vellunna meyazhakkam ulla nadanan megastar prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	Positive
enna or kidilan bgn aanu ith polikkum	Positive	enna or kidilan bgn aanu ith polikkum	Positive
vndum vndum kanan njanum und ettan	Positive	vndum vndum kanan njanum und ettan	Positive
e trailer kndapoi ethra perkku kgf padam ormma vannu	Positive	e trailer kndapoi ethra perkku kgf padam ormma vannu	Mixed_feelings
ithu oru poli polikum item	Positive	ithu oru poli polikum item	Positive
appo engane pullaare pwolikuvalle	Positive	appo engane pullaare pwolikuvalle	Positive
charithra purushyan living legend mahanadanam megastar mammootty	Positive	charithra purushyan living legend mahanadanam megastar mammootty	Positive
mammootty aa name mattum pothum	Positive	mammootty aa name mattum pothum	not-malayalam
