text	category	text	category
sama music sam cs super trailer vara level ku thariya bgm karanam super ji	Positive	sama music sam cs super trailer vara level ku thariya bgm karanam super ji	Positive
lv u vijay sir from karnataka	Positive	lv u vijay sir from karnataka	Positive
vijay sethupathi anna oru katathula tharamana padangal kuduthingaa ippo mass films kudukarangra perula mokka padamaa kudukiringaa	Positive	vijay sethupathi anna oru katathula tharamana padangal kuduthingaa ippo mass films kudukarangra perula mokka padamaa kudukiringaa	Mixed_feelings
remake of hindi pink movie	Positive	remake of hindi pink movie	Positive
ennangada ithu viswasam bgm kekuthu	Positive	ennangada ithu viswasam bgm kekuthu	Negative
pure white the king maker da indian cinemala evanayavathu original lookla vara sollunga handsome da enga thala	Positive	pure white the king maker da indian cinemala evanayavathu original lookla vara sollunga handsome da enga thala	Positive
yes thalaivar kolai kandula irukaru irangna adiknum	Positive	yes thalaivar kolai kandula irukaru irangna adiknum	Positive
haters don t be so jealous wait for it pls cool down	Positive	haters don t be so jealous wait for it pls cool down	Mixed_feelings
2 million likes varum nu solluravunga hit like	Positive	2 million likes varum nu solluravunga hit like	Positive
ethu aellam numbura mathriya eruku pommai paddam pola sakthiman 2	Negative	ethu aellam numbura mathriya eruku pommai paddam pola sakthiman 2	Negative
t h a l a	Positive	t h a l a	Positive
u kena tunggu lama lagi utk tau saya	not-malayalam/tamil	u kena tunggu lama lagi utk tau saya	not-Tamil
ennanga da bgm la viswaroopam sound lam kekkutha	Positive	ennanga da bgm la viswaroopam sound lam kekkutha	Negative
ur rocking chiyaan sir	Positive	ur rocking chiyaan sir	Positive
siva kita inime padam koodukathinga	Positive	siva kita inime padam koodukathinga	Mixed_feelings
thalaiva aa aa kaali attam super	Positive	thalaiva aa aa kaali attam super	Positive
thala naale thaaru maaru thaa ultimate star ajith kumar	Positive	thala naale thaaru maaru thaa ultimate star ajith kumar	Positive
thala kaga yathana nakal venumanalum wait panuven	Positive	thala kaga yathana nakal venumanalum wait panuven	Positive
konjam biriyani seen bgm release pandrengala	Positive	konjam biriyani seen bgm release pandrengala	Positive
ithukku peru thaan thalaivar athiradi petta paraak	Positive	ithukku peru thaan thalaivar athiradi petta paraak	Positive
ayioo ponna azhagulast la paah thalaivaa	Positive	ayioo ponna azhagulast la paah thalaivaa	Positive
evil chitti character kola mass	Positive	evil chitti character kola mass	Positive
nawaz bhai ye kahan chale gaye aap	not-malayalam/tamil	nawaz bhai ye kahan chale gaye aap	Negative
really semaa karthik bro bgm vera level	Positive	really semaa karthik bro bgm vera level	Positive
boss yen treand la katta matangudhu	Positive	boss yen treand la katta matangudhu	Mixed_feelings
thalaivaa romba neram unga teaser ku wait pannitu irundhen ipo thaa pakkura	Positive	thalaivaa romba neram unga teaser ku wait pannitu irundhen ipo thaa pakkura	Positive
epa dai padama da idhu vera level la iruku da therika vetu irukanga marana mass	Positive	epa dai padama da idhu vera level la iruku da therika vetu irukanga marana mass	Positive
one day ku views aey 2 m bigilku likes aey 3 million in 24 hours varum mokka pasangala	Positive	one day ku views aey 2 m bigilku likes aey 3 million in 24 hours varum mokka pasangala	Mixed_feelings
semma thalavaa full	Positive	semma thalavaa full	Positive
who r all here after avengers endgame tamil dubbing	Positive	who r all here after avengers endgame tamil dubbing	Positive
dhanush anna vera level getup ennu soldravinga mattum like podunga	Positive	dhanush anna vera level getup ennu soldravinga mattum like podunga	Positive
sam c s enaya panni vechi iruka verithananama irukuya bgm	Positive	sam c s enaya panni vechi iruka verithananama irukuya bgm	unknown_state
kicha sudeep fan s hit likes	Positive	kicha sudeep fan s hit likes	Mixed_feelings
mass mass mass mass vikram sir	Positive	mass mass mass mass vikram sir	Positive
thala epavum first etilium best thala vazhuga valamudan daily comment panranvanga ellarum oru like podunga	Positive	thala epavum first etilium best thala vazhuga valamudan daily comment panranvanga ellarum oru like podunga	Positive
vijay sethupathi kaaga intha padam paakanu	Positive	vijay sethupathi kaaga intha padam paakanu	Positive
yuvan proved again in bgm he is always king in bgms die hard 90kids yuvan fans please like this	Positive	yuvan proved again in bgm he is always king in bgms die hard 90kids yuvan fans please like this	Positive
thala semma love you thala	Positive	thala semma love you thala	Positive
nangalum kola gandula irukom movie paakka	Positive	nangalum kola gandula irukom movie paakka	Positive
nerkonda paarvai trailer review	Positive	nerkonda paarvai trailer review	Positive
komalea semma fit marana waiting bro	Positive	komalea semma fit marana waiting bro	Negative
super star awesome vfx kola kuthu	Positive	super star awesome vfx kola kuthu	Positive
darbar motion poster theme song orey maari irukunu nenachu inga vanthavanga like pannunga	Positive	darbar motion poster theme song orey maari irukunu nenachu inga vanthavanga like pannunga	unknown_state
kadaram kondan movie marana mass waiting	Positive	kadaram kondan movie marana mass waiting	Mixed_feelings
karthi fans happy yo illayo thalapathi fans very happy	Positive	karthi fans happy yo illayo thalapathi fans very happy	unknown_state
i yoo ipaa thala semaya erukinga love you thala	Positive	i yoo ipaa thala semaya erukinga love you thala	Positive
wt a movi wt aa movii superb superb	Positive	wt a movi wt aa movii superb superb	Positive
sprr boss from yash fans karnataka	Positive	sprr boss from yash fans karnataka	Positive
super star super hit	Positive	super star super hit	Positive
yes it is releasing in kannada	Positive	yes it is releasing in kannada	Positive
enna solla edhu solla comments type panna vaartha illa u vetrimaran sir	Positive	enna solla edhu solla comments type panna vaartha illa u vetrimaran sir	Positive
thalaivar ku enna pa vaisu ippadi kalakraru	Positive	thalaivar ku enna pa vaisu ippadi kalakraru	Positive
last dialogue thala to his fans ippayachum purinjikonga	Positive	last dialogue thala to his fans ippayachum purinjikonga	Positive
dhanush anna kku oru national award parcel	Positive	dhanush anna kku oru national award parcel	Positive
movie kab ayga hindi dubbit me	Positive	movie kab ayga hindi dubbit me	not-Tamil
amazing akki sir and rajni sir	Positive	amazing akki sir and rajni sir	Positive
pakka va rajinified kola gandula waiting	Positive	pakka va rajinified kola gandula waiting	Positive
shankar fans hit like	Positive	shankar fans hit like	Positive
korraikum nai kadikathu nu solluvanga ithulea yea therithu ivalo bayam nu iraivi 2	Positive	korraikum nai kadikathu nu solluvanga ithulea yea therithu ivalo bayam nu iraivi 2	Positive
enakku therinju rendu padamum blockbuster than	Positive	enakku therinju rendu padamum blockbuster than	Positive
confirm ithu karthi ku periya black buster agum	Positive	confirm ithu karthi ku periya black buster agum	Negative
trailer la ivlo visual treat ah theatre la 3d kannadilaa	Positive	trailer la ivlo visual treat ah theatre la 3d kannadilaa	Positive
shivaji la patha slang sweet sapda porom verithanam	Positive	shivaji la patha slang sweet sapda porom verithanam	Positive
vara level oodi poidu oorama poidu oothigi poitu vara thu yenga thalaivaru	Positive	vara level oodi poidu oorama poidu oothigi poitu vara thu yenga thalaivaru	Positive
sema na sema na sema naa nee	Positive	sema na sema na sema naa nee	Mixed_feelings
ajith sir fans lam like pannunga	Positive	ajith sir fans lam like pannunga	Positive
adeii idhoda stop pannikonga padatha rls pannadhinga da mudiyala	Positive	adeii idhoda stop pannikonga padatha rls pannadhinga da mudiyala	Positive
neraya neraya neraya edhirparppu for thala	Positive	neraya neraya neraya edhirparppu for thala	Positive
0 16 indha scene a pause pani paathavan laa kai thooku	Positive	0 16 indha scene a pause pani paathavan laa kai thooku	Mixed_feelings
naagalu pongaluku sweet saapda poro talaiva	Positive	naagalu pongaluku sweet saapda poro talaiva	Positive
nxt farmers script blue sattai maran	Positive	nxt farmers script blue sattai maran	unknown_state
tamilrockers dai una nambi than da irukan	Positive	tamilrockers dai una nambi than da irukan	Positive
shankar sir tamil cinema voda james camroon	Positive	shankar sir tamil cinema voda james camroon	Positive
amma sathiyama sollunga da indha trailer nalla illainu neengalam thirundhave mattingada	Positive	amma sathiyama sollunga da indha trailer nalla illainu neengalam thirundhave mattingada	Positive
pana maratthula irupathu nonku thala ya ethirthaa sanku	Positive	pana maratthula irupathu nonku thala ya ethirthaa sanku	Positive
romba nal kaluchi thalaya opening scene illama pakuran	Positive	romba nal kaluchi thalaya opening scene illama pakuran	Positive
thala fans ellarukum good morning yarellam innum pallu valakama trailer parkureenga	Positive	thala fans ellarukum good morning yarellam innum pallu valakama trailer parkureenga	Positive
bigil trailer wait pandravanga like ppdunga	Positive	bigil trailer wait pandravanga like ppdunga	Positive
ippo enna panna poram sweet sapada poram	Positive	ippo enna panna poram sweet sapada poram	Positive
samma stylaruku thalaiva padam kandipa hit daa jai thalaiva from ntr fans andra	Positive	samma stylaruku thalaiva padam kandipa hit daa jai thalaiva from ntr fans andra	Positive
crt time la vidama yenya ippadi panringa	Positive	crt time la vidama yenya ippadi panringa	Negative
visual fight pattasu kelapudhu	Positive	visual fight pattasu kelapudhu	Mixed_feelings
mass ajith anna luv u	Positive	mass ajith anna luv u	Positive
marana mass thala da	Positive	marana mass thala da	Positive
vere level waiting for movie	Positive	vere level waiting for movie	Positive
ippa enna panna porom sweet sapda porom	Positive	ippa enna panna porom sweet sapda porom	Positive
last dialogue vera level thala	Positive	last dialogue vera level thala	Positive
wow ak is looking very dangerous	Positive	wow ak is looking very dangerous	Negative
odanae vanthuruvanunga sk fans likeu commentunu	Positive	odanae vanthuruvanunga sk fans likeu commentunu	Positive
sethu sir eppadi padam panna aalu ippadi vanthu yulutingala	Positive	sethu sir eppadi padam panna aalu ippadi vanthu yulutingala	Negative
cute fight en nenjil vandhu song whatsapp status	Positive	cute fight en nenjil vandhu song whatsapp status	Positive
ithellam hit aguma doubt thaan	Positive	ithellam hit aguma doubt thaan	Mixed_feelings
movie vera level ah iruka pothu	Positive	movie vera level ah iruka pothu	Mixed_feelings
thalaa veraa lvl vera lvl vera lvll	Positive	thalaa veraa lvl vera lvl vera lvll	Mixed_feelings
1 36 indha frame la thala vera level la irukaru pa	Positive	1 36 indha frame la thala vera level la irukaru pa	Positive
keep watching no1trending on the way	Positive	keep watching no1trending on the way	unknown_state
pink remake bt ajith is looking so damn handsome in it	Positive	pink remake bt ajith is looking so damn handsome in it	Positive
rombha naalu ku apparam oru super aana ajith movie paakaporom good trailer	Positive	rombha naalu ku apparam oru super aana ajith movie paakaporom good trailer	Positive
bigil like kaithi comment enaku kaithi dhaan pudichiriku	Positive	bigil like kaithi comment enaku kaithi dhaan pudichiriku	Negative
6 days to go	Positive	6 days to go	Positive
irukku innaikku meme creators kku nalla concept memes irukku	Positive	irukku innaikku meme creators kku nalla concept memes irukku	Positive
vijay anna rasiganin manamarndha valthukal to ajith sir	Positive	vijay anna rasiganin manamarndha valthukal to ajith sir	Positive
look like pink hindi movie remake	Positive	look like pink hindi movie remake	Mixed_feelings
ithu than da rajini padam	Positive	ithu than da rajini padam	Positive
anybody notice kutti moonji and ayaz	Positive	anybody notice kutti moonji and ayaz	Positive
naraya naraya naraya naraya thala mudi naraya	Positive	naraya naraya naraya naraya thala mudi naraya	Mixed_feelings
pakathana pora pongaluku kaali oda adatha	Positive	pakathana pora pongaluku kaali oda adatha	Positive
video va pakama like potavaka matum inga likes poduka	Positive	video va pakama like potavaka matum inga likes poduka	Mixed_feelings
1 55 dei evanukavathu pondati kulanthanu sentimentu kintimentu iruntha apdiye odi peyru vi vasam	Negative	1 55 dei evanukavathu pondati kulanthanu sentimentu kintimentu iruntha apdiye odi peyru vi vasam	unknown_state
aiyo namba mind vera angaya poguthya sivakumar	Positive	aiyo namba mind vera angaya poguthya sivakumar	Positive
ppah sam c s yow vera leve bgm ah eruke semma police van la erunthu yerangumpothu tat bgm	Positive	ppah sam c s yow vera leve bgm ah eruke semma police van la erunthu yerangumpothu tat bgm	unknown_state
shankar mass grand great super star rajinikanth great	Positive	shankar mass grand great super star rajinikanth great	Positive
701 likes thala fans 1 million likes varanum pangaaigala	Positive	701 likes thala fans 1 million likes varanum pangaaigala	Positive
sema vera level thala padathukku marana waiting	Positive	sema vera level thala padathukku marana waiting	Positive
petta trailer sema marana mass waiting	Positive	petta trailer sema marana mass waiting	Positive
padamna ithu padam semma message movie great	Positive	padamna ithu padam semma message movie great	Positive
dislikes mattum poda vantha nanbargaluku thala sollum mass dialouge at 2 05min	Positive	dislikes mattum poda vantha nanbargaluku thala sollum mass dialouge at 2 05min	Positive
i am surya fan but all time favorite superstar	Positive	i am surya fan but all time favorite superstar	Positive
en kadavulay en thala thaan thala nee palaandu vazlanum	Positive	en kadavulay en thala thaan thala nee palaandu vazlanum	Positive
